"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2012","11","Pensiones no contributivas por vejez con bonos","344604.91"
"2012","11","Pensiones no contributivas por vejez sin bonos","344604.91"
"2012","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","492292.73"
"2012","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","492292.73"
"2012","11","Prestaciones previsionales por moratoria previsional con bonos","492292.73"
"2012","11","Prestaciones previsionales por moratoria previsional sin bonos","492292.73"
"2012","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","492292.73"
"2012","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","492292.73"
"2012","11","ProHuerta",
"2012","11","Argentina trabaja","314284.57"
"2012","11","Programa de empleo comunitario",
"2012","11","Trabajo autogestionado",
"2012","11","Monotributo social",
"2012","11","Seguro de capacitación y empleo","91752.76"
"2012","11","Empleo independiente",
"2012","11","Jóvenes con más y mejor trabajo",
"2012","11","Programa de inserción laboral",
"2012","11","Programa de recuperación productiva 1",
"2012","11","Asignación por embarazo para protección social","71237.84"
"2012","11","Asignación universal por hijo","71237.84"
"2012","11","Asignación universal por hijo con discapacidad","251427.66"
"2012","12","Pensiones no contributivas por invalidez con bonos","503050.32"
"2012","12","Pensiones no contributivas por invalidez sin bonos","503050.32"
"2012","12","Pensiones no contributivas por vejez con bonos","503050.32"
"2012","12","Pensiones no contributivas por vejez sin bonos","503050.32"
"2012","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","718643.32"
"2012","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","718643.32"
"2012","12","Prestaciones previsionales por moratoria previsional con bonos","718643.32"
"2012","12","Prestaciones previsionales por moratoria previsional sin bonos","718643.32"
"2012","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","479095.55"
"2012","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","479095.55"
"2012","12","ProHuerta",
"2012","12","Argentina trabaja","305859.36"
"2012","12","Programa de empleo comunitario",
"2012","12","Trabajo autogestionado",
"2012","12","Monotributo social",
"2012","12","Seguro de capacitación y empleo","93236.13"
"2012","12","Empleo independiente",
"2012","12","Jóvenes con más y mejor trabajo",
"2012","12","Programa de inserción laboral",
"2012","12","Programa de recuperación productiva 1",
"2012","12","Asignación por embarazo para protección social","69328.12"
"2012","12","Asignación universal por hijo","69328.12"
"2012","12","Asignación universal por hijo con discapacidad","244687.48"
"2013","1","Pensiones no contributivas por invalidez con bonos","325197.02"
"2013","1","Pensiones no contributivas por invalidez sin bonos","325197.02"
"2013","1","Pensiones no contributivas por vejez con bonos","325197.02"
"2013","1","Pensiones no contributivas por vejez sin bonos","325197.02"
"2013","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","464567.17"
"2013","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","464567.17"
"2013","1","Prestaciones previsionales por moratoria previsional con bonos","464567.17"
"2013","1","Prestaciones previsionales por moratoria previsional sin bonos","464567.17"
"2013","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","464567.17"
"2013","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","464567.17"
"2013","1","ProHuerta",
"2013","1","Tarjetas alimentarias",
"2013","1","Argentina trabaja","296584.29"
"2013","1","Ellas hacen","296584.29"
"2013","1","Programa de empleo comunitario",
"2013","1","Trabajo autogestionado",
"2013","1","Monotributo social",
"2013","1","Seguro de capacitación y empleo","103371.98"
"2013","1","Empleo independiente",
"2013","1","Jóvenes con más y mejor trabajo",
"2013","1","Programa de inserción laboral",
"2013","1","Programa de recuperación productiva 1",
"2013","1","Asignación por embarazo para protección social","84032.22"
"2013","1","Asignación universal por hijo","84032.22"
"2013","1","Asignación universal por hijo con discapacidad","296584.29"
"2013","2","Pensiones no contributivas por invalidez con bonos","321122.94"
"2013","2","Pensiones no contributivas por invalidez sin bonos","321122.94"
"2013","2","Pensiones no contributivas por vejez con bonos","321122.94"
"2013","2","Pensiones no contributivas por vejez sin bonos","321122.94"
"2013","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","458747.06"
"2013","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","458747.06"
"2013","2","Prestaciones previsionales por moratoria previsional con bonos","458747.06"
"2013","2","Prestaciones previsionales por moratoria previsional sin bonos","458747.06"
"2013","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","458747.06"
"2013","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","458747.06"
"2013","2","ProHuerta",
"2013","2","Tarjetas alimentarias",
"2013","2","Argentina trabaja","292868.68"
"2013","2","Ellas hacen","292868.68"
"2013","2","Programa de empleo comunitario",
"2013","2","Trabajo autogestionado",
"2013","2","Monotributo social",
"2013","2","Seguro de capacitación y empleo","91353.06"
"2013","2","Empleo independiente",
"2013","2","Jóvenes con más y mejor trabajo",
"2013","2","Programa de inserción laboral",
"2013","2","Programa de recuperación productiva 1",
"2013","2","Asignación por embarazo para protección social","82979.46"
"2013","2","Asignación universal por hijo","82979.46"
"2013","2","Asignación universal por hijo con discapacidad","292868.68"
"2013","3","Pensiones no contributivas por invalidez con bonos","363585.22"
"2013","3","Pensiones no contributivas por invalidez sin bonos","363585.22"
"2013","3","Pensiones no contributivas por vejez con bonos","363585.22"
"2013","3","Pensiones no contributivas por vejez sin bonos","363585.22"
"2013","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","519407.45"
"2013","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","519407.45"
"2013","3","Prestaciones previsionales por moratoria previsional con bonos","519407.45"
"2013","3","Prestaciones previsionales por moratoria previsional sin bonos","519407.45"
"2013","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","519407.45"
"2013","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","519407.45"
"2013","3","ProHuerta",
"2013","3","Tarjetas alimentarias",
"2013","3","Argentina trabaja","287893.28"
"2013","3","Ellas hacen","287893.28"
"2013","3","Programa de empleo comunitario",
"2013","3","Trabajo autogestionado",
"2013","3","Monotributo social",
"2013","3","Seguro de capacitación y empleo","89047.79"
"2013","3","Empleo independiente",
"2013","3","Jóvenes con más y mejor trabajo",
"2013","3","Programa de inserción laboral",
"2013","3","Programa de recuperación productiva 1",
"2013","3","Asignación por embarazo para protección social","81569.76"
"2013","3","Asignación universal por hijo","81569.76"
"2013","3","Asignación universal por hijo con discapacidad","287893.28"
"2013","4","Pensiones no contributivas por invalidez con bonos","357558.13"
"2013","4","Pensiones no contributivas por invalidez sin bonos","357558.13"
"2013","4","Pensiones no contributivas por vejez con bonos","357558.13"
"2013","4","Pensiones no contributivas por vejez sin bonos","357558.13"
"2013","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","510797.33"
"2013","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","510797.33"
"2013","4","Prestaciones previsionales por moratoria previsional con bonos","510797.33"
"2013","4","Prestaciones previsionales por moratoria previsional sin bonos","510797.33"
"2013","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","510797.33"
"2013","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","510797.33"
"2013","4","ProHuerta",
"2013","4","Tarjetas alimentarias",
"2013","4","Argentina trabaja","283120.92"
"2013","4","Ellas hacen","283120.92"
"2013","4","Programa de empleo comunitario",
"2013","4","Trabajo autogestionado",
"2013","4","Monotributo social",
"2013","4","Seguro de capacitación y empleo","87592.89"
"2013","4","Empleo independiente",
"2013","4","Jóvenes con más y mejor trabajo",
"2013","4","Programa de inserción laboral",
"2013","4","Programa de recuperación productiva 1",
"2013","4","Asignación por embarazo para protección social","80217.59"
"2013","4","Asignación universal por hijo","80217.59"
"2013","4","Asignación universal por hijo con discapacidad","283120.92"
"2013","5","Pensiones no contributivas por invalidez con bonos","351757.61"
"2013","5","Pensiones no contributivas por invalidez sin bonos","351757.61"
"2013","5","Pensiones no contributivas por vejez con bonos","351757.61"
"2013","5","Pensiones no contributivas por vejez sin bonos","351757.61"
"2013","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","502510.87"
"2013","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","502510.87"
"2013","5","Prestaciones previsionales por moratoria previsional con bonos","502510.87"
"2013","5","Prestaciones previsionales por moratoria previsional sin bonos","502510.87"
"2013","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","502510.87"
"2013","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","502510.87"
"2013","5","ProHuerta",
"2013","5","Tarjetas alimentarias",
"2013","5","Argentina trabaja","464213.27"
"2013","5","Ellas hacen","464213.27"
"2013","5","Programa de empleo comunitario",
"2013","5","Trabajo autogestionado",
"2013","5","Monotributo social",
"2013","5","Seguro de capacitación y empleo","86290.28"
"2013","5","Empleo independiente",
"2013","5","Jóvenes con más y mejor trabajo",
"2013","5","Programa de inserción laboral",
"2013","5","Programa de recuperación productiva 1",
"2013","5","Asignación por embarazo para protección social","78916.26"
"2013","5","Asignación universal por hijo","78916.26"
"2013","5","Asignación universal por hijo con discapacidad","278527.96"
"2013","6","Pensiones no contributivas por invalidez con bonos","517050.46"
"2013","6","Pensiones no contributivas por invalidez sin bonos","517050.46"
"2013","6","Pensiones no contributivas por vejez con bonos","517050.46"
"2013","6","Pensiones no contributivas por vejez sin bonos","517050.46"
"2013","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","738643.51"
"2013","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","738643.51"
"2013","6","Prestaciones previsionales por moratoria previsional con bonos","738643.51"
"2013","6","Prestaciones previsionales por moratoria previsional sin bonos","738643.51"
"2013","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","492429.01"
"2013","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","492429.01"
"2013","6","ProHuerta",
"2013","6","Tarjetas alimentarias",
"2013","6","Argentina trabaja","454899.77"
"2013","6","Ellas hacen","454899.77"
"2013","6","Programa de empleo comunitario",
"2013","6","Trabajo autogestionado",
"2013","6","Monotributo social",
"2013","6","Seguro de capacitación y empleo","79236.72"
"2013","6","Empleo independiente",
"2013","6","Jóvenes con más y mejor trabajo",
"2013","6","Programa de inserción laboral",
"2013","6","Programa de recuperación productiva 1",
"2013","6","Asignación por embarazo para protección social","77332.96"
"2013","6","Asignación universal por hijo","77332.96"
"2013","6","Asignación universal por hijo con discapacidad","272939.86"
"2013","7","Pensiones no contributivas por invalidez con bonos","337611.65"
"2013","7","Pensiones no contributivas por invalidez sin bonos","337611.65"
"2013","7","Pensiones no contributivas por vejez con bonos","337611.65"
"2013","7","Pensiones no contributivas por vejez sin bonos","337611.65"
