"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2010","8","Apoyo al empleo","139.92043689"
"2010","8","Abordaje territorial","49.84416274"
"2010","8","Economía social","17.72319168"
"2010","8","Asistencia a la actividad cooperativa y mutual","0"
"2010","8","Programa social agropecuario","-0.02307826"
"2010","8","Formulación de políticas de desarrollo rural","0.324"
"2010","8","Monotributo social","0"
"2010","8","Programa de empleo comunitario","38.933602"
"2010","8","Acciones de empleo","64.93700237"
"2010","8","Acciones de capacitación laboral","38.48321932"
"2010","8","Asignaciones familiares","540.58451254"
"2010","8","Inclusión social","1.84849248"
"2010","8","Jefes de hogar","2.7461325"
"2010","9","Pensiones no contributivas por invalidez sin bonos","389.459061684"
"2010","9","Pensiones no contributivas por invalidez con bonos","389.459061684"
"2010","9","Pensiones no contributivas por vejez sin bonos","42.2779067172"
"2010","9","Pensiones no contributivas por vejez con bonos","42.2779067172"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","307.990753917"
"2010","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","307.990753917"
"2010","9","Prestaciones previsionales por moratoria previsional sin bonos","2649.95225027"
"2010","9","Prestaciones previsionales por moratoria previsional con bonos","2649.95225027"
"2010","9","Políticas alimentarias","53.04639725"
"2010","9","Apoyo al empleo","179.71696811"
"2010","9","Abordaje territorial","46.52088884"
"2010","9","Economía social","18.98438813"
"2010","9","Asistencia a la actividad cooperativa y mutual","11.541917"
"2010","9","Programa social agropecuario","25.34629393"
"2010","9","Formulación de políticas de desarrollo rural","1.284"
"2010","9","Monotributo social","0"
"2010","9","Programa de empleo comunitario","40.60382"
"2010","9","Acciones de empleo","79.28589649"
"2010","9","Acciones de capacitación laboral","15.11497884"
"2010","9","Asignaciones familiares","1036.98821438"
"2010","9","Inclusión social","22.45763128"
"2010","9","Jefes de hogar","2.5742131"
"2010","10","Pensiones no contributivas por invalidez sin bonos","405.813611511"
"2010","10","Pensiones no contributivas por invalidez con bonos","405.813611511"
"2010","10","Pensiones no contributivas por vejez sin bonos","42.2779067172"
"2010","10","Pensiones no contributivas por vejez con bonos","42.2779067172"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","308.444904537"
"2010","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","308.444904537"
"2010","10","Prestaciones previsionales por moratoria previsional sin bonos","2636.36708962"
"2010","10","Prestaciones previsionales por moratoria previsional con bonos","2636.36708962"
"2010","10","Políticas alimentarias","7.89585029"
"2010","10","Apoyo al empleo","184.85634704"
"2010","10","Abordaje territorial","30.66658681"
"2010","10","Economía social","11.30364099"
"2010","10","Asistencia a la actividad cooperativa y mutual","0.750225"
"2010","10","Programa social agropecuario","0"
"2010","10","Formulación de políticas de desarrollo rural","0.642"
"2010","10","Monotributo social","0"
"2010","10","Programa de empleo comunitario","40.72292"
"2010","10","Acciones de empleo","82.52811981"
"2010","10","Acciones de capacitación laboral","15.4509524"
"2010","10","Asignaciones familiares","0.025776"
"2010","10","Inclusión social","0"
"2010","10","Jefes de hogar","4.29530275"
"2010","11","Pensiones no contributivas por invalidez sin bonos","414.7187726682"
"2010","11","Pensiones no contributivas por invalidez con bonos","414.7187726682"
"2010","11","Pensiones no contributivas por vejez sin bonos","42.2779067172"
"2010","11","Pensiones no contributivas por vejez con bonos","42.2779067172"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","309.479823807"
"2010","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","309.479823807"
"2010","11","Prestaciones previsionales por moratoria previsional sin bonos","2646.91293288"
"2010","11","Prestaciones previsionales por moratoria previsional con bonos","2646.91293288"
"2010","11","Políticas alimentarias","15.21583571"
"2010","11","Apoyo al empleo","190.76553146"
"2010","11","Abordaje territorial","52.11344568"
"2010","11","Economía social","18.58424545"
"2010","11","Asistencia a la actividad cooperativa y mutual","0.064155"
"2010","11","Programa social agropecuario","0"
"2010","11","Formulación de políticas de desarrollo rural","0"
"2010","11","Monotributo social","0"
"2010","11","Programa de empleo comunitario","28.86474"
"2010","11","Acciones de empleo","107.12415625"
"2010","11","Acciones de capacitación laboral","34.36007042"
"2010","11","Asignaciones familiares","799.69625054"
"2010","11","Inclusión social","0"
"2010","11","Jefes de hogar","2.15420073"
"2010","12","Pensiones no contributivas por invalidez sin bonos","631.9500017292"
"2010","12","Pensiones no contributivas por invalidez con bonos","756.6556817292"
"2010","12","Pensiones no contributivas por vejez sin bonos","63.4168600758"
"2010","12","Pensiones no contributivas por vejez con bonos","75.8543400758"
"2010","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","468.7246168605"
"2010","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","533.7781768605"
"2010","12","Prestaciones previsionales por moratoria previsional sin bonos","3947.37263958"
"2010","12","Prestaciones previsionales por moratoria previsional con bonos","4480.57035958"
"2010","12","Políticas alimentarias","50"
"2010","12","Apoyo al empleo","989.78613095"
"2010","12","Abordaje territorial","106.28766222"
"2010","12","Economía social","70.26820138"
"2010","12","Asistencia a la actividad cooperativa y mutual","167.606696"
"2010","12","Programa social agropecuario","3.15208529"
"2010","12","Formulación de políticas de desarrollo rural","0.3"
"2010","12","Monotributo social","0"
"2010","12","Programa de empleo comunitario","27.33989"
"2010","12","Acciones de empleo","86.5507189799999"
"2010","12","Acciones de capacitación laboral","64.98963149"
"2010","12","Asignaciones familiares","614.460348"
"2010","12","Inclusión social","32.85658225"
"2010","12","Jefes de hogar","2.30176595"
"2011","1","Pensiones no contributivas por invalidez sin bonos","427.8991026618"
"2011","1","Pensiones no contributivas por invalidez con bonos","427.8991026618"
"2011","1","Pensiones no contributivas por vejez sin bonos","34.3148883462"
"2011","1","Pensiones no contributivas por vejez con bonos","34.3148883462"
"2011","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","314.235045894"
"2011","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","314.235045894"
"2011","1","Prestaciones previsionales por moratoria previsional sin bonos","2125.47727833"
"2011","1","Prestaciones previsionales por moratoria previsional con bonos","2125.47727833"
"2011","1","Políticas alimentarias","0.15751231"
"2011","1","Apoyo al empleo","10.62235691"
"2011","1","Abordaje territorial","5.84613773"
"2011","1","Economía social","2.57120863"
"2011","1","Asistencia a la actividad cooperativa y mutual","0"
"2011","1","Programa social agropecuario","0"
"2011","1","Formulación de políticas de desarrollo rural","0"
"2011","1","Monotributo social","0"
"2011","1","Programa de empleo comunitario","24.51739"
"2011","1","Acciones de empleo","59.27182383"
"2011","1","Acciones de capacitación laboral","0"
"2011","1","Asignaciones familiares","649.995776"
"2011","1","Inclusión social","0"
"2011","1","Jefes de hogar","76.0125848"
"2011","2","Pensiones no contributivas por invalidez sin bonos","435.4697934972"
"2011","2","Pensiones no contributivas por invalidez con bonos","435.4697934972"
"2011","2","Pensiones no contributivas por vejez sin bonos","34.3148883462"
"2011","2","Pensiones no contributivas por vejez con bonos","34.3148883462"
"2011","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","316.074669834"
"2011","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","316.074669834"
"2011","2","Prestaciones previsionales por moratoria previsional sin bonos","3211.52244995"
"2011","2","Prestaciones previsionales por moratoria previsional con bonos","3211.52244995"
"2011","2","Políticas alimentarias","17.74663042"
"2011","2","Apoyo al empleo","18.900753"
"2011","2","Abordaje territorial","27.69368814"
"2011","2","Economía social","0.80040015"
"2011","2","Asistencia a la actividad cooperativa y mutual","0.00109821"
"2011","2","Programa social agropecuario","3.41772955"
"2011","2","Formulación de políticas de desarrollo rural","0"
"2011","2","Monotributo social","0"
"2011","2","Programa de empleo comunitario","24.41899"
"2011","2","Acciones de empleo","97.42276881"
"2011","2","Acciones de capacitación laboral","26.62575414"
"2011","2","Asignaciones familiares","637.287634"
"2011","2","Inclusión social","8.87651275"
"2011","2","Jefes de hogar","2.18041375"
"2011","3","Pensiones no contributivas por invalidez sin bonos","519.3102759264"
"2011","3","Pensiones no contributivas por invalidez con bonos","519.3102759264"
"2011","3","Pensiones no contributivas por vejez sin bonos","40.2617792052"
"2011","3","Pensiones no contributivas por vejez con bonos","40.2617792052"
"2011","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","371.674134564"
"2011","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","371.674134564"
"2011","3","Prestaciones previsionales por moratoria previsional sin bonos","3098.81810939"
"2011","3","Prestaciones previsionales por moratoria previsional con bonos","3098.81810939"
"2011","3","Políticas alimentarias","49.8145"
"2011","3","Apoyo al empleo","21.23565477"
"2011","3","Abordaje territorial","50.33357945"
"2011","3","Economía social","5.38106009"
"2011","3","Asistencia a la actividad cooperativa y mutual","0.115644"
"2011","3","Programa social agropecuario","28.91995146"
"2011","3","Formulación de políticas de desarrollo rural","0"
"2011","3","Monotributo social","0"
"2011","3","Programa de empleo comunitario","19.79164"
"2011","3","Acciones de empleo","92.94331156"
"2011","3","Acciones de capacitación laboral","50.54178409"
"2011","3","Asignaciones familiares","616.641398"
"2011","3","Inclusión social","9.1090556"
"2011","3","Jefes de hogar","12.115245"
"2011","4","Pensiones no contributivas por invalidez sin bonos","531.7677738072"
"2011","4","Pensiones no contributivas por invalidez con bonos","531.7677738072"
"2011","4","Pensiones no contributivas por vejez sin bonos","40.2617792052"
"2011","4","Pensiones no contributivas por vejez con bonos","40.2617792052"
"2011","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","372.027735204"
"2011","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","372.027735204"
"2011","4","Prestaciones previsionales por moratoria previsional sin bonos","3128.38659144"
"2011","4","Prestaciones previsionales por moratoria previsional con bonos","3128.38659144"
"2011","4","Políticas alimentarias","1.11873131"
"2011","4","Apoyo al empleo","24.67416801"
"2011","4","Abordaje territorial","45.14611344"
"2011","4","Economía social","7.23714619"
"2011","4","Asistencia a la actividad cooperativa y mutual","0.001565"
"2011","4","Programa social agropecuario","0.0881259"
"2011","4","Formulación de políticas de desarrollo rural","0"
"2011","4","Monotributo social","0"
"2011","4","Programa de empleo comunitario","12.18495"
"2011","4","Acciones de empleo","95.66976535"
"2011","4","Acciones de capacitación laboral","25.27177412"
"2011","4","Asignaciones familiares","690.278162"
"2011","4","Inclusión social","0"
"2011","4","Jefes de hogar","2.07030514"
"2011","5","Pensiones no contributivas por invalidez sin bonos","546.2987711076"
"2011","5","Pensiones no contributivas por invalidez con bonos","546.2987711076"
"2011","5","Pensiones no contributivas por vejez sin bonos","40.2617792052"
"2011","5","Pensiones no contributivas por vejez con bonos","40.2617792052"
"2011","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","372.463597104"
"2011","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","372.463597104"
"2011","5","Prestaciones previsionales por moratoria previsional sin bonos","3153.73333775"
"2011","5","Prestaciones previsionales por moratoria previsional con bonos","3153.73333775"
"2011","5","Políticas alimentarias","30.65261117"
"2011","5","Apoyo al empleo","95.63278161"
"2011","5","Abordaje territorial","44.5104314"
"2011","5","Economía social","14.93055787"
"2011","5","Asistencia a la actividad cooperativa y mutual","0.000595"
"2011","5","Programa social agropecuario","0.16604452"
