"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2009","6","Jóvenes con más y mejor trabajo",
"2009","6","Programa de inserción laboral",
"2009","6","Programa de recuperación productiva 1",
"2009","6","Jefes de hogar",
"2009","7","Pensiones no contributivas por invalidez con bonos","539.46"
"2009","7","Pensiones no contributivas por invalidez sin bonos","539.46"
"2009","7","Pensiones no contributivas por vejez con bonos","539.46"
"2009","7","Pensiones no contributivas por vejez sin bonos","539.46"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","770.66"
"2009","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","770.66"
"2009","7","Prestaciones previsionales por moratoria previsional con bonos","770.66"
"2009","7","Prestaciones previsionales por moratoria previsional sin bonos","770.66"
"2009","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","77066"
"2009","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","77066"
"2009","7","ProHuerta",
"2009","7","Programa de empleo comunitario",
"2009","7","Trabajo autogestionado",
"2009","7","Monotributo social",
"2009","7","Seguro de capacitación y empleo","245.29"
"2009","7","Jóvenes con más y mejor trabajo",
"2009","7","Programa de inserción laboral",
"2009","7","Programa de recuperación productiva 1",
"2009","7","Jefes de hogar",
"2009","8","Pensiones no contributivas por invalidez con bonos","539.46"
"2009","8","Pensiones no contributivas por invalidez sin bonos","539.46"
"2009","8","Pensiones no contributivas por vejez con bonos","539.46"
"2009","8","Pensiones no contributivas por vejez sin bonos","539.46"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","770.66"
"2009","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","770.66"
"2009","8","Prestaciones previsionales por moratoria previsional con bonos","770.66"
"2009","8","Prestaciones previsionales por moratoria previsional sin bonos","770.66"
"2009","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","77066"
"2009","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","77066"
"2009","8","ProHuerta",
"2009","8","Programa de empleo comunitario",
"2009","8","Trabajo autogestionado",
"2009","8","Monotributo social",
"2009","8","Seguro de capacitación y empleo","236.79"
"2009","8","Jóvenes con más y mejor trabajo",
"2009","8","Programa de inserción laboral",
"2009","8","Programa de recuperación productiva 1",
"2009","8","Jefes de hogar",
"2009","9","Pensiones no contributivas por invalidez con bonos","579.06"
"2009","9","Pensiones no contributivas por invalidez sin bonos","579.06"
"2009","9","Pensiones no contributivas por vejez con bonos","579.06"
"2009","9","Pensiones no contributivas por vejez sin bonos","579.06"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","827.23"
"2009","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","827.23"
"2009","9","Prestaciones previsionales por moratoria previsional con bonos","827.23"
"2009","9","Prestaciones previsionales por moratoria previsional sin bonos","827.23"
"2009","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","82723"
"2009","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2009","9","ProHuerta",
"2009","9","Programa de empleo comunitario",
"2009","9","Trabajo autogestionado",
"2009","9","Monotributo social",
"2009","9","Seguro de capacitación y empleo","244.52"
"2009","9","Jóvenes con más y mejor trabajo",
"2009","9","Programa de inserción laboral",
"2009","9","Programa de recuperación productiva 1",
"2009","9","Jefes de hogar",
"2009","10","Pensiones no contributivas por invalidez con bonos","579.06"
"2009","10","Pensiones no contributivas por invalidez sin bonos","579.06"
"2009","10","Pensiones no contributivas por vejez con bonos","579.06"
"2009","10","Pensiones no contributivas por vejez sin bonos","579.06"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","827.23"
"2009","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","827.23"
"2009","10","Prestaciones previsionales por moratoria previsional con bonos","827.23"
"2009","10","Prestaciones previsionales por moratoria previsional sin bonos","827.23"
"2009","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","82723"
"2009","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2009","10","ProHuerta",
"2009","10","Argentina trabaja","1200"
"2009","10","Programa de empleo comunitario",
"2009","10","Trabajo autogestionado",
"2009","10","Monotributo social",
"2009","10","Seguro de capacitación y empleo","245.2"
"2009","10","Jóvenes con más y mejor trabajo",
"2009","10","Programa de inserción laboral",
"2009","10","Programa de recuperación productiva 1",
"2009","10","Asignación universal por hijo",
"2009","10","Asignación universal por hijo con discapacidad",
"2009","10","Jefes de hogar",
"2009","11","Pensiones no contributivas por invalidez con bonos","579.06"
"2009","11","Pensiones no contributivas por invalidez sin bonos","579.06"
"2009","11","Pensiones no contributivas por vejez con bonos","579.06"
"2009","11","Pensiones no contributivas por vejez sin bonos","579.06"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","827.23"
"2009","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","827.23"
"2009","11","Prestaciones previsionales por moratoria previsional con bonos","827.23"
"2009","11","Prestaciones previsionales por moratoria previsional sin bonos","827.23"
"2009","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","82723"
"2009","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2009","11","ProHuerta",
"2009","11","Argentina trabaja","1200"
"2009","11","Programa de empleo comunitario",
"2009","11","Trabajo autogestionado",
"2009","11","Monotributo social",
"2009","11","Seguro de capacitación y empleo","251.31"
"2009","11","Empleo independiente",
"2009","11","Jóvenes con más y mejor trabajo",
"2009","11","Programa de inserción laboral",
"2009","11","Programa de recuperación productiva 1",
"2009","11","Asignación universal por hijo","144"
"2009","11","Asignación universal por hijo con discapacidad","576"
"2009","11","Jefes de hogar",
"2009","12","Pensiones no contributivas por invalidez con bonos","1018.59"
"2009","12","Pensiones no contributivas por invalidez sin bonos","868.59"
"2009","12","Pensiones no contributivas por vejez con bonos","1018.59"
"2009","12","Pensiones no contributivas por vejez sin bonos","868.59"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","1390.85"
"2009","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","1240.85"
"2009","12","Prestaciones previsionales por moratoria previsional con bonos","1390.85"
"2009","12","Prestaciones previsionales por moratoria previsional sin bonos","1240.85"
"2009","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","97723"
"2009","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2009","12","ProHuerta",
"2009","12","Argentina trabaja","1200"
"2009","12","Programa de empleo comunitario",
"2009","12","Trabajo autogestionado",
"2009","12","Monotributo social",
"2009","12","Seguro de capacitación y empleo","281.54"
"2009","12","Empleo independiente",
"2009","12","Jóvenes con más y mejor trabajo",
"2009","12","Programa de inserción laboral",
"2009","12","Programa de recuperación productiva 1",
"2009","12","Asignación universal por hijo","144"
"2009","12","Asignación universal por hijo con discapacidad","576"
"2009","12","Jefes de hogar",
"2010","1","Pensiones no contributivas por invalidez con bonos","579.06"
"2010","1","Pensiones no contributivas por invalidez sin bonos","579.06"
"2010","1","Pensiones no contributivas por vejez con bonos","579.06"
"2010","1","Pensiones no contributivas por vejez sin bonos","579.06"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","827.23"
"2010","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","827.23"
"2010","1","Prestaciones previsionales por moratoria previsional con bonos","827.23"
"2010","1","Prestaciones previsionales por moratoria previsional sin bonos","827.23"
"2010","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","82723"
"2010","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2010","1","ProHuerta",
"2010","1","Argentina trabaja","1200"
"2010","1","Programa de empleo comunitario",
"2010","1","Trabajo autogestionado",
"2010","1","Monotributo social",
"2010","1","Seguro de capacitación y empleo","243.56"
"2010","1","Empleo independiente",
"2010","1","Jóvenes con más y mejor trabajo",
"2010","1","Programa de inserción laboral",
"2010","1","Programa de recuperación productiva 1",
"2010","1","Asignación universal por hijo","144"
"2010","1","Asignación universal por hijo con discapacidad","576"
"2010","1","Jefes de hogar",
"2010","2","Pensiones no contributivas por invalidez con bonos","579.06"
"2010","2","Pensiones no contributivas por invalidez sin bonos","579.06"
"2010","2","Pensiones no contributivas por vejez con bonos","579.06"
"2010","2","Pensiones no contributivas por vejez sin bonos","579.06"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","827.23"
"2010","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","827.23"
"2010","2","Prestaciones previsionales por moratoria previsional con bonos","827.23"
"2010","2","Prestaciones previsionales por moratoria previsional sin bonos","827.23"
"2010","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","82723"
"2010","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","82723"
"2010","2","ProHuerta",
"2010","2","Argentina trabaja","1200"
"2010","2","Programa de empleo comunitario",
"2010","2","Trabajo autogestionado",
"2010","2","Monotributo social",
"2010","2","Seguro de capacitación y empleo","231.51"
"2010","2","Empleo independiente",
"2010","2","Jóvenes con más y mejor trabajo",
"2010","2","Programa de inserción laboral",
"2010","2","Programa de recuperación productiva 1",
"2010","2","Asignación universal por hijo","144"
"2010","2","Asignación universal por hijo con discapacidad","576"
"2010","2","Jefes de hogar",
"2010","3","Pensiones no contributivas por invalidez con bonos","626.61"
"2010","3","Pensiones no contributivas por invalidez sin bonos","626.61"
"2010","3","Pensiones no contributivas por vejez con bonos","626.61"
"2010","3","Pensiones no contributivas por vejez sin bonos","626.61"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","895.15"
"2010","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","895.15"
"2010","3","Prestaciones previsionales por moratoria previsional con bonos","895.15"
"2010","3","Prestaciones previsionales por moratoria previsional sin bonos","895.15"
"2010","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","89515"
"2010","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","89515"
"2010","3","ProHuerta",
"2010","3","Argentina trabaja","1200"
"2010","3","Programa de empleo comunitario",
"2010","3","Trabajo autogestionado",
"2010","3","Monotributo social",
"2010","3","Seguro de capacitación y empleo","229.5"
"2010","3","Empleo independiente",
"2010","3","Jóvenes con más y mejor trabajo",
"2010","3","Programa de inserción laboral",
"2010","3","Programa de recuperación productiva 1",
"2010","3","Asignación universal por hijo","144"
"2010","3","Asignación universal por hijo con discapacidad","576"
"2010","3","Jefes de hogar",
"2010","4","Pensiones no contributivas por invalidez con bonos","626.61"
"2010","4","Pensiones no contributivas por invalidez sin bonos","626.61"
"2010","4","Pensiones no contributivas por vejez con bonos","626.61"
"2010","4","Pensiones no contributivas por vejez sin bonos","626.61"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","895.15"
"2010","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","895.15"
"2010","4","Prestaciones previsionales por moratoria previsional con bonos","895.15"
"2010","4","Prestaciones previsionales por moratoria previsional sin bonos","895.15"
